date,open,close,low,high,avgGas
2018-10-04,5.0,8.0,1.0,45.0,82824.69759000001
2018-10-03,9.98,1.0,1.0,50.0,103754.65056000002
2018-10-02,4.0,11.9,1.0,45.0,93831.49342400001
2018-10-01,11.1,10.0,1.0,50.0,122812.157599
2018-09-30,10.0,1.0,1.0,31.75,144321.74841099995
2018-09-29,8.2,12.0,1.0,41.0,149737.32925499996
2018-09-28,11.9,9.5,1.0,45.0,160068.70003599997
2018-09-27,10.0,9.0,1.0,100.0,176021.883128
2018-09-26,8.1,9.9,1.0,22.0,180848.96135499998
2018-09-25,3.0,11.9,1.0,30.0,122285.562142
2018-09-24,9.9,5.5,1.0,45.0,140072.18344300002
2018-09-23,6.71,5.16,1.0,50.0,140644.701826
2018-09-22,4.0,5.12,1.0,38.5,118928.23852699996
2018-09-21,5.1,6.5,1.0,52.0,111388.38535700002
2018-09-20,8.0,7.8,1.0,45.0,110435.62485099996
2018-09-19,6.16,8.0,1.0,68.0,130805.277945
2018-09-18,10.0,5.1,1.0,50.0,139179.98752400005
2018-09-17,5.1,7.0,1.0,60.0,102500.99067100002
2018-09-16,40.0,50.0,1.0,50.0,140496.64003100002
2018-09-15,4.0,6.5,1.0,50.0,127635.62934999994
2018-09-14,4.0,4.8,1.0,50.0,152491.6612989999
2018-09-13,3.0,9.0,1.0,71.51,92811.06198700001
2018-09-12,5.0,50.0,1.0,69.68,150220.906754
2018-09-11,20.0,6.25,1.0,63.0,105877.92602800006
2018-09-10,8.1,4.0,1.0,50.0,117116.55517900003
2018-09-09,5.1,4.0,1.0,50.0,96111.75572600005
2018-09-08,5.0,5.0,1.0,48.22,91383.133287
2018-09-07,5.0,6.0,1.0,50.0,99192.33696900001
2018-09-06,4.28,7.0,1.0,60.0,103075.74306000002
2018-09-05,20.0,1.0,1.0,80.0,93644.24881099998
2018-09-04,2.49,4.0,1.0,45.0,98892.84889500002
2018-09-03,2.3,41.0,1.0,50.0,124250.434854
2018-09-02,4.0,3.0,1.0,100.0,100612.50147799999
2018-09-01,3.2,4.0,1.0,50.0,76210.87475500001
2018-08-31,5.6,2.5,1.0,41.86,127399.54925699999
2018-08-30,5.0,5.1,1.0,42.04,130417.05687600002
2018-08-29,1.0,4.0,1.0,59.47,99513.88114
2018-08-28,2.1,5.0,1.0,41.0,104484.42174299998
2018-08-27,5.0,3.0,0.6000000000000001,56.0,100331.21690200007
2018-08-26,2.0,1.7000000000000002,0.6000000000000001,65.0,155609.14344800002
2018-08-25,2.0,4.0,0.6000000000000001,45.0,99990.933448
2018-08-24,3.7,3.7,1.0,2211.1,88838.58023800001
2018-08-23,4.45,1.0,1.0,105.0,116785.327862
2018-08-22,4.0,21.0,1.0,250.0,113768.93061799997
2018-08-21,2.5,2.0,1.0,16.0,126194.00697399993
2018-08-20,2.5,2.1,1.0,32.0,83893.18608999999
2018-08-19,1.1,4.0,1.0,52.34,96041.779654
2018-08-18,30.0,5.0,1.0,50.0,82022.29681599999
2018-08-17,3.2,60.0,1.0,69.47,84375.36466099999
2018-08-16,60.0,4.1,1.0,101.0,93966.54958800001
2018-08-15,6.0,1.0,1.0,51.0,126842.26863999998
2018-08-14,1.0,4.1,1.0,180.0,75093.46231400003
2018-08-13,4.1,4.0,1.0,303.51,105922.95170100001
2018-08-12,3.3,1.0,0.0,50.0,67159.83279200002
2018-08-11,2.2,4.2,0.19,60.0,60586.48618300002
2018-08-10,6.0,60.0,1.0,65.0,80857.49356600002
2018-08-09,60.0,1.0,1.0,70.0,103699.09463500003
2018-08-08,60.0,60.0,1.0,90.0,98768.369895
2018-08-07,60.0,5.0,1.0,70.0,112417.21721400003
2018-08-06,2.1,1.01,1.0,230.0,79475.48633199997
2018-08-05,1.3,1.0,1.0,103.0,81249.19820600002
2018-08-04,1.0,1.11,0.9,41.0,95965.06554100002
2018-08-03,3.0,3.0,1.0,50.0,73251.71009100002
2018-08-02,20.0,1.5,0.8,38.0,64885.78400200003
2018-08-01,1.2,2.1,1.0,50.0,76650.70036799999
